task_id;property_id;booking_id;category;title;task_date;task_status;assigned_by;assigned_to;parent_task_id
tsk_03358;prop_67;book_1362;Reactive Maintenance;Blinds & Curtains Urgent Repair;2026-04-11;Scheduled;GRO_831;HKP_134;null
tsk_03365;prop_43;book_1369;Cleaning;Check-out Cleaning;2026-04-11;Approved;GRO_254;HKP_188;
tsk_03366;prop_43;book_1369;Laundry;Linen Management;2026-04-11;Backlog;GRO_254;HKP_877;tsk_03365
tsk_03373;prop_3;book_1388;Cleaning;Check-out Cleaning;2026-04-11;Approved;GRO_390;HKP_951;
tsk_03374;prop_3;book_1388;Laundry;Linen Management;2026-04-11;Verified;GRO_390;HKP_518;tsk_03373
tsk_03384;prop_20;book_1420;Cleaning;Check-out Cleaning;2026-04-11;Backlog;GRO_831;HKP_293;
tsk_03385;prop_20;book_1420;Laundry;Linen Management;2026-04-11;Verified;GRO_831;MNT_683;tsk_03384
tsk_03386;prop_20;book_1420;Reactive Maintenance;Wi-Fi & Network Connectivity Restore;2026-04-11;Scheduled;GRO_831;HKP_865;null
tsk_03391;prop_66;null;Preventive Maintenance;Wall Paint & Baseboard Touch-up;2026-04-11;Verified;MNG_482;MNT_157;null
tsk_03392;prop_42;book_1351;Cleaning;Check-out Cleaning;2026-04-12;On Hold;GRO_612;HKP_305;
tsk_03393;prop_42;book_1351;Laundry;Linen Management;2026-04-12;Scheduled;GRO_612;HKP_305;tsk_03392
tsk_03405;prop_35;book_1408;Cleaning;Check-out Cleaning;2026-04-12;In Progress;GRO_390;HKP_703;
tsk_03406;prop_35;book_1408;Laundry;Linen Management;2026-04-12;Reported;GRO_390;HKP_188;tsk_03405
tsk_03409;prop_40;book_1415;Cleaning;Check-out Cleaning;2026-04-12;Invoiced;GRO_390;HKP_219;
tsk_03410;prop_40;book_1415;Laundry;Linen Management;2026-04-12;Scheduled;GRO_390;HKP_703;tsk_03409
tsk_03415;prop_69;book_1441;Cleaning;Check-out Cleaning;2026-04-12;Completed;GRO_254;MNT_157;
tsk_03416;prop_69;book_1441;Laundry;Linen Management;2026-04-12;Scheduled;GRO_254;HKP_922;tsk_03415
tsk_03424;prop_1;book_1376;Reactive Maintenance;TV & Smart Entertainment Reset;2026-04-13;Approved;GRO_254;MNT_683;null
tsk_03444;prop_31;book_1427;Cleaning;Check-out Cleaning;2026-04-13;Verified;GRO_612;HKP_640;
tsk_03445;prop_31;book_1427;Laundry;Linen Management;2026-04-13;Scheduled;GRO_612;HKP_703;tsk_03444
tsk_03450;prop_3;book_1453;Cleaning;Check-out Cleaning;2026-04-13;Scheduled;GRO_390;HKP_518;
tsk_03451;prop_3;book_1453;Laundry;Linen Management;2026-04-13;Verified;GRO_390;HKP_951;tsk_03450
tsk_03454;prop_1;book_1376;Cleaning;Check-out Cleaning;2026-04-14;Invoiced;GRO_254;HKP_102;
tsk_03455;prop_1;book_1376;Laundry;Linen Management;2026-04-14;In Progress;GRO_254;HKP_627;tsk_03454
tsk_03460;prop_65;book_1400;Cleaning;Check-out Cleaning;2026-04-14;Canceled;GRO_612;HKP_810;
tsk_03461;prop_65;book_1400;Laundry;Linen Management;2026-04-14;Approved;GRO_612;HKP_922;tsk_03460
tsk_03464;prop_66;book_1431;Cleaning;Check-out Cleaning;2026-04-14;Completed;GRO_254;MNT_157;
tsk_03465;prop_66;book_1431;Laundry;Linen Management;2026-04-14;On Hold;GRO_254;HKP_810;tsk_03464
tsk_03470;prop_2;book_1442;Cleaning;Check-out Cleaning;2026-04-14;In Progress;GRO_831;HKP_339;
tsk_03471;prop_2;book_1442;Laundry;Linen Management;2026-04-14;In Progress;GRO_831;HKP_339;tsk_03470
tsk_03483;prop_15;null;Preventive Maintenance;Furniture & Joinery Tightening;2026-04-14;Completed;MNG_482;HKP_102;null
tsk_03510;prop_43;book_1446;Cleaning;Check-out Cleaning;2026-04-15;Approved;GRO_831;HKP_219;
tsk_03511;prop_43;book_1446;Laundry;Linen Management;2026-04-15;Backlog;GRO_831;HKP_188;tsk_03510
tsk_03514;prop_20;book_1448;Cleaning;Check-out Cleaning;2026-04-15;Reported;GRO_390;HKP_627;
tsk_03515;prop_20;book_1448;Laundry;Linen Management;2026-04-15;Backlog;GRO_390;HKP_416;tsk_03514
tsk_03518;prop_40;book_1471;Cleaning;Check-out Cleaning;2026-04-15;Verified;GRO_254;HKP_877;
tsk_03519;prop_40;book_1471;Laundry;Linen Management;2026-04-15;Reported;GRO_254;HKP_877;tsk_03518
tsk_03523;prop_31;book_1484;Reactive Maintenance;TV & Smart Entertainment Reset;2026-04-15;In Progress;GRO_390;HKP_305;null
tsk_03529;prop_42;null;Preventive Maintenance;Drain De-scaling & Chemical Treatment;2026-04-15;Approved;MNG_482;HKP_552;null
tsk_03532;prop_69;null;Preventive Maintenance;Furniture & Joinery Tightening;2026-04-15;Backlog;MNG_482;HKP_781;null
tsk_03541;prop_15;book_1422;Cleaning;Check-out Cleaning;2026-04-16;Reported;GRO_254;HKP_865;
tsk_03542;prop_15;book_1422;Laundry;Linen Management;2026-04-16;Completed;GRO_254;HKP_951;tsk_03541
tsk_03543;prop_61;book_1425;Cleaning;Check-out Cleaning;2026-04-16;Verified;GRO_612;HKP_810;
tsk_03544;prop_61;book_1425;Laundry;Linen Management;2026-04-16;In Progress;GRO_612;HKP_810;tsk_03543
tsk_03549;prop_42;book_1463;Cleaning;Check-out Cleaning;2026-04-16;Scheduled;GRO_254;MNT_904;
tsk_03550;prop_42;book_1463;Laundry;Linen Management;2026-04-16;Verified;GRO_254;HKP_552;tsk_03549
tsk_03571;prop_42;null;Preventive Maintenance;Drain De-scaling & Chemical Treatment;2026-04-16;Scheduled;MNG_482;HKP_219;null
tsk_03582;prop_35;book_1464;Cleaning;Check-out Cleaning;2026-04-17;Backlog;GRO_831;HKP_552;
tsk_03583;prop_35;book_1464;Laundry;Linen Management;2026-04-17;Reported;GRO_831;HKP_877;tsk_03582
tsk_03590;prop_31;book_1484;Cleaning;Check-out Cleaning;2026-04-17;Reported;GRO_390;HKP_219;
tsk_03591;prop_31;book_1484;Laundry;Linen Management;2026-04-17;Scheduled;GRO_390;HKP_877;tsk_03590
tsk_03592;prop_2;book_1496;Reactive Maintenance;Bulb & Fuse Replacement;2026-04-17;Canceled;GRO_390;MNT_421;null
tsk_03600;prop_2;null;Preventive Maintenance;Seasonal HVAC Filter Cleaning;2026-04-17;Completed;MNG_482;HKP_744;null
tsk_03606;prop_67;book_1452;Cleaning;Check-out Cleaning;2026-04-18;Reported;GRO_612;HKP_810;
tsk_03607;prop_67;book_1452;Laundry;Linen Management;2026-04-18;Verified;GRO_612;HKP_781;tsk_03606
tsk_03615;prop_65;book_1490;Cleaning;Check-out Cleaning;2026-04-18;Reported;GRO_612;HKP_922;
tsk_03616;prop_65;book_1490;Laundry;Linen Management;2026-04-18;Invoiced;GRO_612;HKP_922;tsk_03615
tsk_03617;prop_2;book_1496;Cleaning;Check-out Cleaning;2026-04-18;Scheduled;GRO_390;HKP_744;
tsk_03618;prop_2;book_1496;Laundry;Linen Management;2026-04-18;Reported;GRO_390;HKP_744;tsk_03617
tsk_03625;prop_40;book_1517;Cleaning;Check-out Cleaning;2026-04-18;Approved;GRO_390;HKP_877;
tsk_03626;prop_40;book_1517;Laundry;Linen Management;2026-04-18;On Hold;GRO_390;HKP_703;tsk_03625
tsk_03627;prop_40;book_1517;Reactive Maintenance;Appliance Failure Check;2026-04-18;Canceled;GRO_390;HKP_188;null
tsk_03631;prop_3;null;Preventive Maintenance;Seasonal HVAC Filter Cleaning;2026-04-18;Scheduled;MNG_482;HKP_102;null
tsk_03666;prop_67;null;Preventive Maintenance;Battery Replacement Cycle;2026-04-19;Verified;MNG_482;HKP_243;null
tsk_03670;prop_69;book_1467;Cleaning;Check-out Cleaning;2026-04-20;Canceled;GRO_390;MNT_157;
tsk_03671;prop_69;book_1467;Laundry;Linen Management;2026-04-20;Completed;GRO_390;HKP_466;tsk_03670
tsk_03678;prop_1;book_1494;Cleaning;Check-out Cleaning;2026-04-20;Approved;GRO_831;HKP_293;
tsk_03679;prop_1;book_1494;Laundry;Linen Management;2026-04-20;Scheduled;GRO_831;HKP_518;tsk_03678
tsk_03682;prop_20;book_1505;Cleaning;Check-out Cleaning;2026-04-20;In Progress;GRO_254;HKP_293;
tsk_03683;prop_20;book_1505;Laundry;Linen Management;2026-04-20;Scheduled;GRO_254;MNT_421;tsk_03682
tsk_03690;prop_35;book_1539;Cleaning;Check-out Cleaning;2026-04-20;Scheduled;GRO_390;HKP_552;
tsk_03691;prop_35;book_1539;Laundry;Linen Management;2026-04-20;Invoiced;GRO_390;HKP_188;tsk_03690
tsk_03696;prop_67;book_1551;Reactive Maintenance;Appliance Failure Check;2026-04-20;Reported;GRO_390;HKP_922;null
tsk_03698;prop_40;null;Preventive Maintenance;Wall Paint & Baseboard Touch-up;2026-04-20;Reported;MNG_482;HKP_305;null
tsk_03699;prop_3;book_1476;Cleaning;Check-out Cleaning;2026-04-21;On Hold;GRO_390;HKP_865;
tsk_03700;prop_3;book_1476;Laundry;Linen Management;2026-04-21;Backlog;GRO_390;HKP_627;tsk_03699
tsk_03701;prop_66;book_1489;Cleaning;Check-out Cleaning;2026-04-21;Reported;GRO_390;MNT_157;
tsk_03702;prop_66;book_1489;Laundry;Linen Management;2026-04-21;Scheduled;GRO_390;HKP_810;tsk_03701
tsk_03721;prop_15;book_1523;Cleaning;Check-out Cleaning;2026-04-21;Canceled;GRO_612;HKP_102;
tsk_03722;prop_15;book_1523;Laundry;Linen Management;2026-04-21;Verified;GRO_612;HKP_865;tsk_03721
tsk_03725;prop_31;book_1543;Cleaning;Check-out Cleaning;2026-04-21;Reported;GRO_390;HKP_703;
tsk_03726;prop_31;book_1543;Laundry;Linen Management;2026-04-21;Canceled;GRO_390;HKP_305;tsk_03725
tsk_03732;prop_20;book_1571;Reactive Maintenance;Wi-Fi & Network Connectivity Restore;2026-04-21;Backlog;GRO_390;HKP_416;null
tsk_03755;prop_20;book_1571;Cleaning;Check-out Cleaning;2026-04-22;Backlog;GRO_390;MNT_683;
tsk_03756;prop_20;book_1571;Laundry;Linen Management;2026-04-22;Backlog;GRO_390;HKP_951;tsk_03755
tsk_03768;prop_40;null;Preventive Maintenance;Wall Paint & Baseboard Touch-up;2026-04-22;Approved;MNG_482;HKP_188;null
tsk_03769;prop_43;null;Preventive Maintenance;Drain De-scaling & Chemical Treatment;2026-04-22;Scheduled;MNG_482;HKP_305;null
tsk_03770;prop_43;book_1502;Cleaning;Check-out Cleaning;2026-04-23;Reported;GRO_254;HKP_305;
tsk_03771;prop_43;book_1502;Laundry;Linen Management;2026-04-23;Completed;GRO_254;HKP_703;tsk_03770
tsk_03776;prop_42;book_1527;Cleaning;Check-out Cleaning;2026-04-23;Completed;GRO_254;HKP_640;
tsk_03777;prop_42;book_1527;Laundry;Linen Management;2026-04-23;Approved;GRO_254;HKP_877;tsk_03776
tsk_03778;prop_61;book_1529;Cleaning;Check-out Cleaning;2026-04-23;Invoiced;GRO_831;HKP_599;
tsk_03779;prop_61;book_1529;Laundry;Linen Management;2026-04-23;Canceled;GRO_831;HKP_922;tsk_03778
tsk_03788;prop_67;book_1551;Cleaning;Check-out Cleaning;2026-04-23;Completed;GRO_390;MNT_157;
tsk_03789;prop_67;book_1551;Laundry;Linen Management;2026-04-23;Backlog;GRO_390;HKP_466;tsk_03788
tsk_03790;prop_2;book_1554;Cleaning;Check-out Cleaning;2026-04-23;Reported;GRO_831;HKP_627;
tsk_03791;prop_2;book_1554;Laundry;Linen Management;2026-04-23;Canceled;GRO_831;HKP_518;tsk_03790
tsk_03809;prop_65;book_1548;Reactive Maintenance;Wi-Fi & Network Connectivity Restore;2026-04-24;On Hold;GRO_831;HKP_243;null
tsk_03810;prop_40;book_1558;Cleaning;Check-out Cleaning;2026-04-24;Invoiced;GRO_254;HKP_188;
tsk_03811;prop_40;book_1558;Laundry;Linen Management;2026-04-24;Verified;GRO_254;HKP_188;tsk_03810
tsk_03817;prop_1;book_1577;Reactive Maintenance;Appliance Failure Check;2026-04-24;Verified;GRO_612;HKP_627;null
tsk_03818;prop_69;book_1580;Cleaning;Check-out Cleaning;2026-04-24;Approved;GRO_831;HKP_134;
tsk_03819;prop_69;book_1580;Laundry;Linen Management;2026-04-24;Canceled;GRO_831;HKP_599;tsk_03818
tsk_03822;prop_66;book_1587;Cleaning;Check-out Cleaning;2026-04-24;Reported;GRO_831;MNT_157;
tsk_03823;prop_66;book_1587;Laundry;Linen Management;2026-04-24;Verified;GRO_831;HKP_599;tsk_03822
tsk_03826;prop_3;book_1591;Reactive Maintenance;Water Leak Troubleshooting;2026-04-24;Invoiced;GRO_390;HKP_865;null
tsk_03829;prop_31;book_1596;Cleaning;Check-out Cleaning;2026-04-24;In Progress;GRO_831;HKP_640;
tsk_03830;prop_31;book_1596;Laundry;Linen Management;2026-04-24;Invoiced;GRO_831;HKP_640;tsk_03829
tsk_03840;prop_65;book_1548;Cleaning;Check-out Cleaning;2026-04-25;In Progress;GRO_831;MNT_157;
tsk_03841;prop_65;book_1548;Laundry;Linen Management;2026-04-25;Invoiced;GRO_831;MNT_157;tsk_03840
tsk_03854;prop_3;book_1591;Cleaning;Check-out Cleaning;2026-04-25;Completed;GRO_390;HKP_339;
tsk_03855;prop_3;book_1591;Laundry;Linen Management;2026-04-25;Completed;GRO_390;HKP_416;tsk_03854
tsk_03862;prop_61;book_1620;Cleaning;Check-out Cleaning;2026-04-25;In Progress;GRO_831;HKP_466;
tsk_03863;prop_61;book_1620;Laundry;Linen Management;2026-04-25;On Hold;GRO_831;HKP_781;tsk_03862
tsk_03868;prop_35;null;Preventive Maintenance;Furniture & Joinery Tightening;2026-04-25;Approved;MNG_482;MNT_904;null
tsk_03893;prop_20;book_1601;Cleaning;Check-out Cleaning;2026-04-26;Invoiced;GRO_390;HKP_744;
tsk_03894;prop_20;book_1601;Laundry;Linen Management;2026-04-26;Completed;GRO_390;MNT_683;tsk_03893
tsk_03901;prop_2;book_1623;Reactive Maintenance;Water Leak Troubleshooting;2026-04-26;Invoiced;GRO_254;HKP_865;null
tsk_03904;prop_40;book_1639;Cleaning;Check-out Cleaning;2026-04-26;Reported;GRO_254;HKP_552;
tsk_03905;prop_40;book_1639;Laundry;Linen Management;2026-04-26;Scheduled;GRO_254;HKP_877;tsk_03904
tsk_03914;prop_1;book_1577;Cleaning;Check-out Cleaning;2026-04-27;Backlog;GRO_612;HKP_865;
tsk_03915;prop_1;book_1577;Laundry;Linen Management;2026-04-27;Scheduled;GRO_612;HKP_102;tsk_03914
tsk_03916;prop_35;book_1578;Cleaning;Check-out Cleaning;2026-04-27;Approved;GRO_612;MNT_904;
tsk_03917;prop_35;book_1578;Laundry;Linen Management;2026-04-27;Approved;GRO_612;HKP_552;tsk_03916
tsk_03928;prop_31;book_1637;Cleaning;Check-out Cleaning;2026-04-27;Verified;GRO_831;HKP_219;
tsk_03929;prop_31;book_1637;Laundry;Linen Management;2026-04-27;Canceled;GRO_831;HKP_552;tsk_03928
tsk_03942;prop_15;book_1589;Reactive Maintenance;Bulb & Fuse Replacement;2026-04-28;Reported;GRO_390;HKP_102;null
tsk_03951;prop_2;book_1623;Cleaning;Check-out Cleaning;2026-04-28;Invoiced;GRO_254;HKP_416;
tsk_03952;prop_2;book_1623;Laundry;Linen Management;2026-04-28;In Progress;GRO_254;MNT_421;tsk_03951
tsk_03953;prop_69;book_1636;Cleaning;Check-out Cleaning;2026-04-28;Verified;GRO_831;HKP_243;
tsk_03954;prop_69;book_1636;Laundry;Linen Management;2026-04-28;Reported;GRO_831;MNT_157;tsk_03953
tsk_03963;prop_1;null;Preventive Maintenance;Furniture & Joinery Tightening;2026-04-28;In Progress;MNG_482;HKP_102;null
tsk_03964;prop_65;null;Preventive Maintenance;Battery Replacement Cycle;2026-04-28;Reported;MNG_482;HKP_134;null
tsk_03968;prop_15;book_1589;Cleaning;Check-out Cleaning;2026-04-29;On Hold;GRO_390;MNT_421;
tsk_03969;prop_15;book_1589;Laundry;Linen Management;2026-04-29;Approved;GRO_390;HKP_416;tsk_03968
tsk_03989;prop_65;book_1643;Cleaning;Check-out Cleaning;2026-04-29;Canceled;GRO_612;HKP_599;
tsk_03990;prop_65;book_1643;Laundry;Linen Management;2026-04-29;Backlog;GRO_612;HKP_243;tsk_03989
tsk_03993;prop_3;book_1646;Cleaning;Check-out Cleaning;2026-04-29;On Hold;GRO_831;HKP_293;
tsk_03994;prop_3;book_1646;Laundry;Linen Management;2026-04-29;Verified;GRO_831;MNT_683;tsk_03993
tsk_04006;prop_67;book_1618;Cleaning;Check-out Cleaning;2026-04-30;Backlog;GRO_612;MNT_157;
tsk_04007;prop_67;book_1618;Laundry;Linen Management;2026-04-30;Reported;GRO_612;HKP_466;tsk_04006
tsk_04008;prop_42;book_1619;Cleaning;Check-out Cleaning;2026-04-30;Canceled;GRO_831;HKP_703;
tsk_04009;prop_42;book_1619;Laundry;Linen Management;2026-04-30;Reported;GRO_831;HKP_640;tsk_04008
tsk_04010;prop_42;book_1619;Reactive Maintenance;Pest Control First Response;2026-04-30;On Hold;GRO_831;HKP_640;null
tsk_04013;prop_66;book_1626;Cleaning;Check-out Cleaning;2026-04-30;Canceled;GRO_831;HKP_243;
tsk_04014;prop_66;book_1626;Laundry;Linen Management;2026-04-30;Approved;GRO_831;HKP_134;tsk_04013
tsk_04018;prop_61;book_1648;Cleaning;Check-out Cleaning;2026-04-30;Invoiced;GRO_612;HKP_243;
tsk_04019;prop_61;book_1648;Laundry;Linen Management;2026-04-30;In Progress;GRO_612;HKP_243;tsk_04018
tsk_04028;prop_43;book_1614;Cleaning;Check-out Cleaning;2026-05-01;Verified;GRO_254;HKP_877;
tsk_04029;prop_43;book_1614;Laundry;Linen Management;2026-05-01;Completed;GRO_254;HKP_305;tsk_04028
tsk_04038;prop_20;book_1658;Cleaning;Check-out Cleaning;2026-05-01;Approved;GRO_390;MNT_421;
tsk_04039;prop_20;book_1658;Laundry;Linen Management;2026-05-01;Verified;GRO_390;HKP_627;tsk_04038
tsk_04055;prop_35;book_1675;Reactive Maintenance;Minor Plumbing Unclogging;2026-05-01;Approved;GRO_254;HKP_703;null
tsk_04062;prop_15;book_1701;Cleaning;Check-out Cleaning;2026-05-01;In Progress;GRO_831;HKP_627;
tsk_04063;prop_15;book_1701;Laundry;Linen Management;2026-05-01;Invoiced;GRO_831;HKP_627;tsk_04062
tsk_04073;prop_40;book_1668;Cleaning;Check-out Cleaning;2026-05-02;Reported;GRO_254;HKP_188;
tsk_04074;prop_40;book_1668;Laundry;Linen Management;2026-05-02;Scheduled;GRO_254;HKP_877;tsk_04073
tsk_04077;prop_31;book_1677;Reactive Maintenance;Blinds & Curtains Urgent Repair;2026-05-02;Approved;GRO_390;HKP_552;null
tsk_04097;prop_43;book_1723;Reactive Maintenance;TV & Smart Entertainment Reset;2026-05-02;Verified;GRO_254;MNT_904;null
tsk_04099;prop_2;null;Preventive Maintenance;Wall Paint & Baseboard Touch-up;2026-05-02;Invoiced;MNG_482;HKP_865;null
tsk_04100;prop_15;null;Preventive Maintenance;Window & Balcony Safety Audit;2026-05-02;In Progress;MNG_482;HKP_339;null
tsk_04108;prop_1;book_1674;Cleaning;Check-out Cleaning;2026-05-03;Invoiced;GRO_390;HKP_744;
tsk_04109;prop_1;book_1674;Laundry;Linen Management;2026-05-03;In Progress;GRO_390;HKP_293;tsk_04108
tsk_04110;prop_35;book_1675;Cleaning;Check-out Cleaning;2026-05-03;Reported;GRO_254;MNT_904;
tsk_04111;prop_35;book_1675;Laundry;Linen Management;2026-05-03;Scheduled;GRO_254;HKP_188;tsk_04110
tsk_04117;prop_3;book_1704;Cleaning;Check-out Cleaning;2026-05-03;Verified;GRO_254;HKP_339;
tsk_04118;prop_3;book_1704;Laundry;Linen Management;2026-05-03;Completed;GRO_254;HKP_416;tsk_04117
tsk_04121;prop_66;book_1714;Reactive Maintenance;Emergency Lockout Resolution;2026-05-03;In Progress;GRO_254;MNT_157;null
tsk_04122;prop_67;book_1717;Reactive Maintenance;TV & Smart Entertainment Reset;2026-05-03;Backlog;GRO_612;HKP_134;null
tsk_04123;prop_42;book_1720;Cleaning;Check-out Cleaning;2026-05-03;In Progress;GRO_254;HKP_219;
tsk_04124;prop_42;book_1720;Laundry;Linen Management;2026-05-03;On Hold;GRO_254;HKP_219;tsk_04123
tsk_04131;prop_31;book_1677;Cleaning;Check-out Cleaning;2026-05-04;Approved;GRO_390;HKP_219;
tsk_04132;prop_31;book_1677;Laundry;Linen Management;2026-05-04;Reported;GRO_390;HKP_219;tsk_04131
tsk_04141;prop_2;book_1691;Cleaning;Check-out Cleaning;2026-05-04;In Progress;GRO_254;HKP_416;
tsk_04142;prop_2;book_1691;Laundry;Linen Management;2026-05-04;Approved;GRO_254;HKP_865;tsk_04141
tsk_04159;prop_66;book_1714;Cleaning;Check-out Cleaning;2026-05-04;Backlog;GRO_254;HKP_466;
tsk_04160;prop_66;book_1714;Laundry;Linen Management;2026-05-04;Verified;GRO_254;HKP_810;tsk_04159
tsk_04163;prop_61;book_1721;Reactive Maintenance;Wi-Fi & Network Connectivity Restore;2026-05-04;In Progress;GRO_831;HKP_243;null
tsk_04173;prop_15;null;Preventive Maintenance;Radiator Bleeding & Pressure Check;2026-05-04;On Hold;MNG_482;HKP_865;null
tsk_04186;prop_65;book_1700;Cleaning;Check-out Cleaning;2026-05-05;Reported;GRO_390;MNT_157;
tsk_04187;prop_65;book_1700;Laundry;Linen Management;2026-05-05;Scheduled;GRO_390;HKP_810;tsk_04186
tsk_04192;prop_67;book_1717;Cleaning;Check-out Cleaning;2026-05-05;Reported;GRO_612;HKP_781;
tsk_04193;prop_67;book_1717;Laundry;Linen Management;2026-05-05;Canceled;GRO_612;HKP_599;tsk_04192
tsk_04194;prop_61;book_1721;Cleaning;Check-out Cleaning;2026-05-05;Completed;GRO_831;HKP_466;
tsk_04195;prop_61;book_1721;Laundry;Linen Management;2026-05-05;In Progress;GRO_831;HKP_466;tsk_04194
tsk_04198;prop_43;book_1723;Cleaning;Check-out Cleaning;2026-05-05;On Hold;GRO_254;HKP_552;
tsk_04199;prop_43;book_1723;Laundry;Linen Management;2026-05-05;Invoiced;GRO_254;HKP_188;tsk_04198
tsk_04200;prop_20;book_1724;Cleaning;Check-out Cleaning;2026-05-05;Scheduled;GRO_612;HKP_339;
tsk_04201;prop_20;book_1724;Laundry;Linen Management;2026-05-05;In Progress;GRO_612;HKP_627;tsk_04200
tsk_04210;prop_40;book_1751;Cleaning;Check-out Cleaning;2026-05-05;On Hold;GRO_831;HKP_640;
tsk_04211;prop_40;book_1751;Laundry;Linen Management;2026-05-05;Canceled;GRO_831;HKP_305;tsk_04210
tsk_04212;prop_40;book_1751;Reactive Maintenance;Emergency Lockout Resolution;2026-05-05;In Progress;GRO_831;HKP_552;null
tsk_04217;prop_43;null;Preventive Maintenance;Radiator Bleeding & Pressure Check;2026-05-05;Approved;MNG_482;MNT_904;null
tsk_04220;prop_69;null;Preventive Maintenance;Wall Paint & Baseboard Touch-up;2026-05-05;Scheduled;MNG_482;HKP_781;null
tsk_04221;prop_69;book_1689;Cleaning;Check-out Cleaning;2026-05-06;Reported;GRO_254;MNT_157;
tsk_04222;prop_69;book_1689;Laundry;Linen Management;2026-05-06;In Progress;GRO_254;MNT_157;tsk_04221
tsk_04225;prop_15;book_1725;Cleaning;Check-out Cleaning;2026-05-06;Scheduled;GRO_390;HKP_339;
tsk_04226;prop_15;book_1725;Laundry;Linen Management;2026-05-06;Verified;GRO_390;HKP_744;tsk_04225
tsk_04239;prop_3;book_1757;Cleaning;Check-out Cleaning;2026-05-06;In Progress;GRO_254;HKP_865;
tsk_04240;prop_3;book_1757;Laundry;Linen Management;2026-05-06;Completed;GRO_254;HKP_744;tsk_04239
tsk_04241;prop_42;book_1760;Cleaning;Check-out Cleaning;2026-05-06;Scheduled;GRO_612;MNT_904;
tsk_04242;prop_42;book_1760;Laundry;Linen Management;2026-05-06;Reported;GRO_612;HKP_552;tsk_04241
tsk_04243;prop_43;book_1783;Reactive Maintenance;Bulb & Fuse Replacement;2026-05-06;Completed;GRO_612;HKP_219;null
tsk_04277;prop_1;book_1759;Cleaning;Check-out Cleaning;2026-05-07;Verified;GRO_831;HKP_951;
tsk_04278;prop_1;book_1759;Laundry;Linen Management;2026-05-07;Scheduled;GRO_831;HKP_744;tsk_04277
tsk_04285;prop_2;book_1776;Cleaning;Check-out Cleaning;2026-05-07;Verified;GRO_612;HKP_293;
tsk_04286;prop_2;book_1776;Laundry;Linen Management;2026-05-07;Verified;GRO_612;HKP_951;tsk_04285
tsk_04289;prop_67;book_1791;Cleaning;Check-out Cleaning;2026-05-07;Scheduled;GRO_612;HKP_781;
tsk_04290;prop_67;book_1791;Laundry;Linen Management;2026-05-07;Scheduled;GRO_612;HKP_781;tsk_04289
tsk_04291;prop_61;book_1794;Cleaning;Check-out Cleaning;2026-05-07;Canceled;GRO_612;HKP_134;
tsk_04292;prop_61;book_1794;Laundry;Linen Management;2026-05-07;Reported;GRO_612;HKP_599;tsk_04291
tsk_04293;prop_40;book_1798;Cleaning;Check-out Cleaning;2026-05-07;Verified;GRO_390;MNT_904;
tsk_04294;prop_40;book_1798;Laundry;Linen Management;2026-05-07;Verified;GRO_390;HKP_640;tsk_04293
tsk_04298;prop_31;null;Preventive Maintenance;Drain De-scaling & Chemical Treatment;2026-05-07;Verified;MNG_482;HKP_877;null
tsk_04307;prop_35;book_1761;Cleaning;Check-out Cleaning;2026-05-08;Reported;GRO_612;HKP_188;
tsk_04308;prop_35;book_1761;Laundry;Linen Management;2026-05-08;Scheduled;GRO_612;HKP_305;tsk_04307
tsk_04320;prop_43;book_1783;Cleaning;Check-out Cleaning;2026-05-08;Approved;GRO_612;HKP_188;
tsk_04321;prop_43;book_1783;Laundry;Linen Management;2026-05-08;In Progress;GRO_612;MNT_904;tsk_04320
tsk_04329;prop_2;null;Preventive Maintenance;Drain De-scaling & Chemical Treatment;2026-05-08;Completed;MNG_482;MNT_683;null
tsk_04332;prop_43;null;Preventive Maintenance;Wall Paint & Baseboard Touch-up;2026-05-08;Canceled;MNG_482;HKP_219;null
tsk_04347;prop_31;book_1775;Cleaning;Check-out Cleaning;2026-05-09;Reported;GRO_254;HKP_640;
tsk_04348;prop_31;book_1775;Laundry;Linen Management;2026-05-09;In Progress;GRO_254;HKP_188;tsk_04347
tsk_04353;prop_65;book_1784;Cleaning;Check-out Cleaning;2026-05-09;In Progress;GRO_831;HKP_466;
tsk_04354;prop_65;book_1784;Laundry;Linen Management;2026-05-09;Canceled;GRO_831;MNT_157;tsk_04353
tsk_04374;prop_40;null;Preventive Maintenance;Radiator Bleeding & Pressure Check;2026-05-09;Scheduled;MNG_482;HKP_703;null
tsk_04385;prop_20;book_1785;Cleaning;Check-out Cleaning;2026-05-10;Approved;GRO_612;HKP_951;
tsk_04386;prop_20;book_1785;Laundry;Linen Management;2026-05-10;Canceled;GRO_612;HKP_951;tsk_04385
tsk_04400;prop_61;book_1824;Cleaning;Check-out Cleaning;2026-05-10;Scheduled;GRO_390;HKP_243;
tsk_04401;prop_61;book_1824;Laundry;Linen Management;2026-05-10;Approved;GRO_390;HKP_243;tsk_04400
tsk_04405;prop_2;book_1829;Cleaning;Check-out Cleaning;2026-05-10;Invoiced;GRO_390;MNT_683;
tsk_04406;prop_2;book_1829;Laundry;Linen Management;2026-05-10;Canceled;GRO_390;HKP_627;tsk_04405
tsk_04407;prop_40;book_1831;Cleaning;Check-out Cleaning;2026-05-10;Backlog;GRO_831;HKP_877;
tsk_04408;prop_40;book_1831;Laundry;Linen Management;2026-05-10;Approved;GRO_831;HKP_640;tsk_04407
